Frequency [MHz],|S0-0| [-],|S1-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Delay 0>0 [s],Delay 0>1 [s],|Z0| [Ohm],Arg(Z0) [rad]
1.203400e+03, 1.686616e-01, 9.901979e-01, -2.285518e+00, -1.805691e+00, 1.230826e-10, 2.454103e-10, 4.019119e+01, -2.564572e-01
1.209200e+03, 1.709320e-01, 9.896173e-01, -2.290003e+00, -1.814634e+00, 1.394327e-10, 2.439678e-10, 4.002899e+01, -2.589848e-01
1.215000e+03, 1.731762e-01, 9.890308e-01, -2.295085e+00, -1.823525e+00, 1.538507e-10, 2.424536e-10, 3.986147e+01, -2.613132e-01
1.220800e+03, 1.753787e-01, 9.884495e-01, -2.300691e+00, -1.832361e+00, 1.662890e-10, 2.410924e-10, 3.969007e+01, -2.634277e-01
1.226600e+03, 1.775240e-01, 9.878835e-01, -2.306751e+00, -1.841147e+00, 1.763052e-10, 2.397861e-10, 3.951632e+01, -2.653154e-01
1.232400e+03, 1.796009e-01, 9.873434e-01, -2.313176e+00, -1.849885e+00, 1.836446e-10, 2.386891e-10, 3.934172e+01, -2.669751e-01
1.238200e+03, 1.815966e-01, 9.868373e-01, -2.319869e+00, -1.858583e+00, 1.884267e-10, 2.378199e-10, 3.916798e+01, -2.684073e-01
1.244000e+03, 1.835059e-01, 9.863742e-01, -2.326735e+00, -1.867250e+00, 1.903824e-10, 2.371854e-10, 3.899641e+01, -2.696246e-01
1.249800e+03, 1.853245e-01, 9.859578e-01, -2.333673e+00, -1.875894e+00, 1.897610e-10, 2.368878e-10, 3.882840e+01, -2.706455e-01
1.255600e+03, 1.870511e-01, 9.855938e-01, -2.340589e+00, -1.884527e+00, 1.867730e-10, 2.368694e-10, 3.866508e+01, -2.714924e-01
1.261400e+03, 1.886888e-01, 9.852843e-01, -2.347395e+00, -1.893159e+00, 1.811768e-10, 2.371734e-10, 3.850727e+01, -2.721941e-01
1.267200e+03, 1.902440e-01, 9.850272e-01, -2.353998e+00, -1.901802e+00, 1.737287e-10, 2.377666e-10, 3.835573e+01, -2.727874e-01
1.273000e+03, 1.917230e-01, 9.848212e-01, -2.360329e+00, -1.910467e+00, 1.644345e-10, 2.386883e-10, 3.821089e+01, -2.733034e-01
1.278800e+03, 1.931392e-01, 9.846618e-01, -2.366321e+00, -1.919165e+00, 1.537844e-10, 2.398582e-10, 3.807281e+01, -2.737837e-01
1.284600e+03, 1.945046e-01, 9.845417e-01, -2.371926e+00, -1.927906e+00, 1.419447e-10, 2.412577e-10, 3.794141e+01, -2.742640e-01
1.290400e+03, 1.958357e-01, 9.844533e-01, -2.377098e+00, -1.936698e+00, 1.297681e-10, 2.428368e-10, 3.781630e+01, -2.747845e-01
1.296200e+03, 1.971496e-01, 9.843867e-01, -2.381828e+00, -1.945548e+00, 1.173983e-10, 2.445647e-10, 3.769673e+01, -2.753777e-01
1.302000e+03, 1.984648e-01, 9.843304e-01, -2.386106e+00, -1.954460e+00, 1.053825e-10, 2.462927e-10, 3.758181e+01, -2.760765e-01
1.307800e+03, 1.997986e-01, 9.842739e-01, -2.389946e+00, -1.963436e+00, 9.415646e-11, 2.480755e-10, 3.747048e+01, -2.769060e-01
1.313600e+03, 2.011695e-01, 9.842031e-01, -2.393377e+00, -1.972476e+00, 8.425620e-11, 2.497959e-10, 3.736149e+01, -2.778875e-01
1.319400e+03, 2.025946e-01, 9.841075e-01, -2.396448e+00, -1.981579e+00, 7.583633e-11, 2.513780e-10, 3.725343e+01, -2.790349e-01
1.325200e+03, 2.040887e-01, 9.839759e-01, -2.399212e+00, -1.990740e+00, 6.960214e-11, 2.527720e-10, 3.714497e+01, -2.803555e-01
1.331000e+03, 2.056668e-01, 9.837972e-01, -2.401748e+00, -1.999952e+00, 6.542008e-11, 2.539429e-10, 3.703450e+01, -2.818496e-01
1.336800e+03, 2.073392e-01, 9.835637e-01, -2.404132e+00, -2.009206e+00, 6.380788e-11, 2.548243e-10, 3.692069e+01, -2.835109e-01
1.342600e+03, 2.091123e-01, 9.832660e-01, -2.406458e+00, -2.018493e+00, 6.459104e-11, 2.554028e-10, 3.680223e+01, -2.853213e-01
1.348400e+03, 2.109921e-01, 9.829006e-01, -2.408811e+00, -2.027800e+00, 6.808172e-11, 2.555823e-10, 3.667790e+01, -2.872626e-01
1.354200e+03, 2.129792e-01, 9.824638e-01, -2.411292e+00, -2.037114e+00, 7.374711e-11, 2.554529e-10, 3.654661e+01, -2.893047e-01
1.360000e+03, 2.150705e-01, 9.819543e-01, -2.413980e+00, -2.046423e+00, 8.179865e-11, 2.549505e-10, 3.640765e+01, -2.914170e-01
1.365800e+03, 2.172586e-01, 9.813746e-01, -2.416961e+00, -2.055714e+00, 9.179157e-11, 2.540826e-10, 3.626046e+01, -2.935588e-01
1.371600e+03, 2.195346e-01, 9.807282e-01, -2.420306e+00, -2.064974e+00, 1.032318e-10, 2.528882e-10, 3.610470e+01, -2.956912e-01
1.377400e+03, 2.218862e-01, 9.800233e-01, -2.424068e+00, -2.074190e+00, 1.159234e-10, 2.513709e-10, 3.594042e+01, -2.977748e-01
1.383200e+03, 2.242972e-01, 9.792668e-01, -2.428293e+00, -2.083350e+00, 1.294984e-10, 2.496740e-10, 3.576791e+01, -2.997657e-01
1.389000e+03, 2.267498e-01, 9.784719e-01, -2.433012e+00, -2.092449e+00, 1.432687e-10, 2.477239e-10, 3.558771e+01, -3.016218e-01
1.394800e+03, 2.292265e-01, 9.776490e-01, -2.438233e+00, -2.101477e+00, 1.570471e-10, 2.456862e-10, 3.540063e+01, -3.033081e-01
1.400600e+03, 2.317062e-01, 9.768132e-01, -2.443956e+00, -2.110430e+00, 1.702880e-10, 2.436070e-10, 3.520774e+01, -3.047874e-01
1.406400e+03, 2.341697e-01, 9.759796e-01, -2.450162e+00, -2.119308e+00, 1.824222e-10, 2.415383e-10, 3.501026e+01, -3.060318e-01
1.412200e+03, 2.365974e-01, 9.751614e-01, -2.456810e+00, -2.128110e+00, 1.935495e-10, 2.396241e-10, 3.480968e+01, -3.070208e-01
1.418000e+03, 2.389710e-01, 9.743741e-01, -2.463863e+00, -2.136843e+00, 2.031275e-10, 2.378795e-10, 3.460738e+01, -3.077355e-01
1.423800e+03, 2.412730e-01, 9.736317e-01, -2.471266e+00, -2.145511e+00, 2.106712e-10, 2.363999e-10, 3.440495e+01, -3.081669e-01
1.429600e+03, 2.434900e-01, 9.729462e-01, -2.478943e+00, -2.154126e+00, 2.162993e-10, 2.352681e-10, 3.420398e+01, -3.083195e-01
1.435400e+03, 2.456096e-01, 9.723286e-01, -2.486825e+00, -2.162700e+00, 2.199181e-10, 2.345305e-10, 3.400597e+01, -3.081999e-01
1.441200e+03, 2.476227e-01, 9.717858e-01, -2.494840e+00, -2.171247e+00, 2.211958e-10, 2.342669e-10, 3.381226e+01, -3.078227e-01
1.447000e+03, 2.495229e-01, 9.713258e-01, -2.502901e+00, -2.179784e+00, 2.202268e-10, 2.344463e-10, 3.362421e+01, -3.072127e-01
1.452800e+03, 2.513079e-01, 9.709484e-01, -2.510926e+00, -2.188328e+00, 2.170716e-10, 2.351384e-10, 3.344288e+01, -3.064014e-01
1.458600e+03, 2.529798e-01, 9.706553e-01, -2.518837e+00, -2.196897e+00, 2.118728e-10, 2.362888e-10, 3.326909e+01, -3.054267e-01
1.464400e+03, 2.545431e-01, 9.704417e-01, -2.526558e+00, -2.205508e+00, 2.045733e-10, 2.379760e-10, 3.310343e+01, -3.043294e-01
1.470200e+03, 2.560058e-01, 9.703012e-01, -2.534013e+00, -2.214181e+00, 1.954794e-10, 2.400435e-10, 3.294631e+01, -3.031568e-01
1.476000e+03, 2.573792e-01, 9.702227e-01, -2.541137e+00, -2.222928e+00, 1.848713e-10, 2.425544e-10, 3.279781e+01, -3.019570e-01
1.481800e+03, 2.586787e-01, 9.701933e-01, -2.547874e+00, -2.231768e+00, 1.730080e-10, 2.453538e-10, 3.265768e+01, -3.007793e-01
1.487600e+03, 2.599195e-01, 9.701982e-01, -2.554179e+00, -2.240709e+00, 1.602276e-10, 2.484042e-10, 3.252553e+01, -2.996691e-01
1.493400e+03, 2.611241e-01, 9.702193e-01, -2.560018e+00, -2.249761e+00, 1.468851e-10, 2.516380e-10, 3.240047e+01, -2.986753e-01
1.499200e+03, 2.623135e-01, 9.702361e-01, -2.565371e+00, -2.258932e+00, 1.332792e-10, 2.548820e-10, 3.228154e+01, -2.978391e-01
1.505000e+03, 2.635099e-01, 9.702306e-01, -2.570228e+00, -2.268220e+00, 1.199395e-10, 2.581661e-10, 3.216756e+01, -2.971978e-01
1.510800e+03, 2.647372e-01, 9.701798e-01, -2.574599e+00, -2.277628e+00, 1.072826e-10, 2.612434e-10, 3.205713e+01, -2.967814e-01
1.516600e+03, 2.660189e-01, 9.700641e-01, -2.578509e+00, -2.287149e+00, 9.549793e-11, 2.641566e-10, 3.194869e+01, -2.966122e-01
1.522400e+03, 2.673785e-01, 9.698631e-01, -2.581989e+00, -2.296775e+00, 8.532056e-11, 2.666530e-10, 3.184062e+01, -2.967083e-01
1.528200e+03, 2.688385e-01, 9.695581e-01, -2.585098e+00, -2.306493e+00, 7.703312e-11, 2.688186e-10, 3.173111e+01, -2.970744e-01
1.534000e+03, 2.704177e-01, 9.691316e-01, -2.587905e+00, -2.316289e+00, 7.067804e-11, 2.703983e-10, 3.161848e+01, -2.977043e-01
1.539800e+03, 2.721344e-01, 9.685704e-01, -2.590481e+00, -2.326143e+00, 6.678662e-11, 2.714692e-10, 3.150106e+01, -2.985902e-01
1.545600e+03, 2.740013e-01, 9.678610e-01, -2.592915e+00, -2.336036e+00, 6.544596e-11, 2.718685e-10, 3.137728e+01, -2.997076e-01
1.551400e+03, 2.760281e-01, 9.669967e-01, -2.595300e+00, -2.345944e+00, 6.669749e-11, 2.715825e-10, 3.124574e+01, -3.010257e-01
1.557200e+03, 2.782229e-01, 9.659723e-01, -2.597731e+00, -2.355841e+00, 7.073525e-11, 2.706132e-10, 3.110511e+01, -3.025096e-01
1.563000e+03, 2.805853e-01, 9.647869e-01, -2.600308e+00, -2.365703e+00, 7.718982e-11, 2.688947e-10, 3.095441e+01, -3.041092e-01
1.568800e+03, 2.831145e-01, 9.634421e-01, -2.603121e+00, -2.375502e+00, 8.624099e-11, 2.664732e-10, 3.079284e+01, -3.057783e-01
1.574600e+03, 2.858013e-01, 9.619465e-01, -2.606264e+00, -2.385213e+00, 9.741937e-11, 2.633677e-10, 3.061997e+01, -3.074554e-01
1.580400e+03, 2.886345e-01, 9.603114e-01, -2.609814e+00, -2.394811e+00, 1.103885e-10, 2.595508e-10, 3.043562e+01, -3.090825e-01
1.586200e+03, 2.915991e-01, 9.585520e-01, -2.613837e+00, -2.404269e+00, 1.248668e-10, 2.551708e-10, 3.023993e+01, -3.106005e-01
1.592000e+03, 2.946750e-01, 9.566873e-01, -2.618388e+00, -2.413568e+00, 1.405425e-10, 2.502517e-10, 3.003343e+01, -3.119470e-01
1.597800e+03, 2.978418e-01, 9.547397e-01, -2.623509e+00, -2.422688e+00, 1.570623e-10, 2.449576e-10, 2.981676e+01, -3.130629e-01
1.603600e+03, 3.010738e-01, 9.527340e-01, -2.629233e+00, -2.431615e+00, 1.736956e-10, 2.392633e-10, 2.959098e+01, -3.138875e-01
1.609400e+03, 3.043459e-01, 9.506997e-01, -2.635563e+00, -2.440334e+00, 1.903966e-10, 2.334651e-10, 2.935739e+01, -3.143730e-01
1.615200e+03, 3.076315e-01, 9.486642e-01, -2.642501e+00, -2.448842e+00, 2.065489e-10, 2.275378e-10, 2.911740e+01, -3.144707e-01
1.621000e+03, 3.109033e-01, 9.466601e-01, -2.650029e+00, -2.457134e+00, 2.219040e-10, 2.217237e-10, 2.887272e+01, -3.141426e-01
1.626800e+03, 3.141349e-01, 9.447171e-01, -2.658115e+00, -2.465215e+00, 2.363518e-10, 2.161585e-10, 2.862509e+01, -3.133579e-01
1.632600e+03, 3.173019e-01, 9.428662e-01, -2.666729e+00, -2.473092e+00, 2.491802e-10, 2.109722e-10, 2.837624e+01, -3.120914e-01
1.638400e+03, 3.203801e-01, 9.411358e-01, -2.675809e+00, -2.480780e+00, 2.606255e-10, 2.063183e-10, 2.812812e+01, -3.103355e-01
1.644200e+03, 3.233491e-01, 9.395528e-01, -2.685307e+00, -2.488299e+00, 2.702288e-10, 2.023014e-10, 2.788243e+01, -3.080848e-01
1.650000e+03, 3.261896e-01, 9.381405e-01, -2.695155e+00, -2.495671e+00, 2.780968e-10, 1.990726e-10, 2.764099e+01, -3.053480e-01
1.655800e+03, 3.288871e-01, 9.369187e-01, -2.705290e+00, -2.502926e+00, 2.839436e-10, 1.967054e-10, 2.740531e+01, -3.021411e-01
1.661600e+03, 3.314302e-01, 9.359036e-01, -2.715637e+00, -2.510095e+00, 2.878519e-10, 1.953139e-10, 2.717684e+01, -2.984932e-01
1.667400e+03, 3.338075e-01, 9.351043e-01, -2.726127e+00, -2.517212e+00, 2.898476e-10, 1.948823e-10, 2.695696e+01, -2.944362e-01
1.673200e+03, 3.360171e-01, 9.345253e-01, -2.736690e+00, -2.524314e+00, 2.898182e-10, 1.954385e-10, 2.674655e+01, -2.900148e-01
1.679000e+03, 3.380558e-01, 9.341663e-01, -2.747252e+00, -2.531437e+00, 2.881589e-10, 1.970139e-10, 2.654653e+01, -2.852788e-01
1.684800e+03, 3.399241e-01, 9.340226e-01, -2.757753e+00, -2.538616e+00, 2.845538e-10, 1.995116e-10, 2.635750e+01, -2.802758e-01
1.690600e+03, 3.416296e-01, 9.340821e-01, -2.768123e+00, -2.545887e+00, 2.795882e-10, 2.029148e-10, 2.617970e+01, -2.750704e-01
1.696400e+03, 3.431782e-01, 9.343268e-01, -2.778312e+00, -2.553282e+00, 2.729705e-10, 2.070402e-10, 2.601327e+01, -2.697136e-01
1.702200e+03, 3.445828e-01, 9.347370e-01, -2.788259e+00, -2.560827e+00, 2.652460e-10, 2.118704e-10, 2.585800e+01, -2.642713e-01
1.708000e+03, 3.458547e-01, 9.352887e-01, -2.797926e+00, -2.568548e+00, 2.563558e-10, 2.172227e-10, 2.571358e+01, -2.587953e-01
1.713800e+03, 3.470102e-01, 9.359533e-01, -2.807268e+00, -2.576464e+00, 2.466460e-10, 2.229427e-10, 2.557942e+01, -2.533435e-01
1.719600e+03, 3.480675e-01, 9.367013e-01, -2.816256e+00, -2.584588e+00, 2.362782e-10, 2.288549e-10, 2.545468e+01, -2.479662e-01
1.725400e+03, 3.490433e-01, 9.375016e-01, -2.824867e+00, -2.592929e+00, 2.255382e-10, 2.348934e-10, 2.533852e+01, -2.427072e-01
1.731200e+03, 3.499582e-01, 9.383223e-01, -2.833086e+00, -2.601489e+00, 2.145101e-10, 2.408305e-10, 2.522984e+01, -2.376052e-01
1.737000e+03, 3.508320e-01, 9.391323e-01, -2.840903e+00, -2.610265e+00, 2.035765e-10, 2.465346e-10, 2.512751e+01, -2.326942e-01
1.742800e+03, 3.516858e-01, 9.399027e-01, -2.848322e+00, -2.619249e+00, 1.929708e-10, 2.519502e-10, 2.503023e+01, -2.279979e-01
1.748600e+03, 3.525378e-01, 9.406050e-01, -2.855354e+00, -2.628431e+00, 1.827412e-10, 2.568442e-10, 2.493681e+01, -2.235291e-01
1.754400e+03, 3.534072e-01, 9.412144e-01, -2.862014e+00, -2.637791e+00, 1.732597e-10, 2.612525e-10, 2.484600e+01, -2.192989e-01
1.760200e+03, 3.543128e-01, 9.417079e-01, -2.868328e+00, -2.647312e+00, 1.646034e-10, 2.649906e-10, 2.475649e+01, -2.153061e-01
1.766000e+03, 3.552693e-01, 9.420690e-01, -2.874326e+00, -2.656969e+00, 1.569917e-10, 2.680321e-10, 2.466719e+01, -2.115428e-01
1.771800e+03, 3.562919e-01, 9.422814e-01, -2.880048e+00, -2.666736e+00, 1.505075e-10, 2.703757e-10, 2.457694e+01, -2.079940e-01
1.777600e+03, 3.573916e-01, 9.423372e-01, -2.885532e+00, -2.676590e+00, 1.452693e-10, 2.719702e-10, 2.448483e+01, -2.046380e-01
1.783400e+03, 3.585784e-01, 9.422272e-01, -2.890826e+00, -2.686501e+00, 1.413179e-10, 2.728103e-10, 2.438998e+01, -2.014478e-01
1.789200e+03, 3.598582e-01, 9.419518e-01, -2.895976e+00, -2.696443e+00, 1.387091e-10, 2.729341e-10, 2.429175e+01, -1.983912e-01
1.795000e+03, 3.612360e-01, 9.415128e-01, -2.901031e+00, -2.706389e+00, 1.373822e-10, 2.722957e-10, 2.418954e+01, -1.954327e-01
1.800800e+03, 3.627123e-01, 9.409148e-01, -2.906038e+00, -2.716312e+00, 1.373232e-10, 2.711004e-10, 2.408306e+01, -1.925341e-01
1.806600e+03, 3.642867e-01, 9.401679e-01, -2.911042e+00, -2.726192e+00, 1.383958e-10, 2.692107e-10, 2.397204e+01, -1.896561e-01
1.812400e+03, 3.659536e-01, 9.392844e-01, -2.916086e+00, -2.736003e+00, 1.405763e-10, 2.668871e-10, 2.385659e+01, -1.867588e-01
1.818200e+03, 3.677096e-01, 9.382801e-01, -2.921209e+00, -2.745729e+00, 1.436176e-10, 2.641016e-10, 2.373667e+01, -1.838034e-01
1.824000e+03, 3.695441e-01, 9.371724e-01, -2.926442e+00, -2.755353e+00, 1.474445e-10, 2.609436e-10, 2.361271e+01, -1.807529e-01
1.829800e+03, 3.714481e-01, 9.359799e-01, -2.931816e+00, -2.764863e+00, 1.518562e-10, 2.576146e-10, 2.348508e+01, -1.775729e-01
1.835600e+03, 3.734114e-01, 9.347239e-01, -2.937350e+00, -2.774251e+00, 1.566742e-10, 2.540664e-10, 2.335427e+01, -1.742335e-01
1.841400e+03, 3.754204e-01, 9.334237e-01, -2.943059e+00, -2.783509e+00, 1.617518e-10, 2.505377e-10, 2.322097e+01, -1.707080e-01
1.847200e+03, 3.774642e-01, 9.321027e-01, -2.948954e+00, -2.792640e+00, 1.669028e-10, 2.470452e-10, 2.308579e+01, -1.669754e-01
1.853000e+03, 3.795303e-01, 9.307793e-01, -2.955036e+00, -2.801643e+00, 1.719504e-10, 2.437076e-10, 2.294943e+01, -1.630202e-01
1.858800e+03, 3.816052e-01, 9.294736e-01, -2.961303e+00, -2.810524e+00, 1.768039e-10, 2.406340e-10, 2.281271e+01, -1.588317e-01
1.864600e+03, 3.836783e-01, 9.282036e-01, -2.967746e+00, -2.819293e+00, 1.812816e-10, 2.378913e-10, 2.267627e+01, -1.544049e-01
1.870400e+03, 3.857379e-01, 9.269833e-01, -2.974352e+00, -2.827963e+00, 1.853423e-10, 2.355226e-10, 2.254089e+01, -1.497406e-01
1.876200e+03, 3.877760e-01, 9.258268e-01, -2.981106e+00, -2.836546e+00, 1.888653e-10, 2.336222e-10, 2.240711e+01, -1.448441e-01
1.882000e+03, 3.897832e-01, 9.247432e-01, -2.987989e+00, -2.845059e+00, 1.918060e-10, 2.321860e-10, 2.227558e+01, -1.397252e-01
1.887800e+03, 3.917539e-01, 9.237391e-01, -2.994979e+00, -2.853521e+00, 1.941306e-10, 2.312580e-10, 2.214674e+01, -1.343980e-01
1.893600e+03, 3.936835e-01, 9.228201e-01, -3.002054e+00, -2.861948e+00, 1.958076e-10, 2.308440e-10, 2.202098e+01, -1.288799e-01
1.899400e+03, 3.955672e-01, 9.219863e-01, -3.009189e+00, -2.870361e+00, 1.968749e-10, 2.308859e-10, 2.189867e+01, -1.231901e-01
1.905200e+03, 3.974040e-01, 9.212346e-01, -3.016364e+00, -2.878775e+00, 1.973350e-10, 2.314093e-10, 2.178000e+01, -1.173497e-01
1.911000e+03, 3.991937e-01, 9.205612e-01, -3.023555e+00, -2.887208e+00, 1.972357e-10, 2.323467e-10, 2.166508e+01, -1.113808e-01
1.916800e+03, 4.009378e-01, 9.199574e-01, -3.030743e+00, -2.895675e+00, 1.966458e-10, 2.336354e-10, 2.155391e+01, -1.053054e-01
1.922600e+03, 4.026393e-01, 9.194137e-01, -3.037909e+00, -2.904190e+00, 1.956013e-10, 2.351786e-10, 2.144640e+01, -9.914425e-02
1.928400e+03, 4.043012e-01, 9.189185e-01, -3.045038e+00, -2.912760e+00, 1.942025e-10, 2.369819e-10, 2.134245e+01, -9.291711e-02
1.934200e+03, 4.059289e-01, 9.184596e-01, -3.052115e+00, -2.921396e+00, 1.925310e-10, 2.389290e-10, 2.124180e+01, -8.664140e-02
1.940000e+03, 4.075278e-01, 9.180241e-01, -3.059131e+00, -2.930104e+00, 1.906471e-10, 2.408637e-10, 2.114421e+01, -8.033149e-02
1.945800e+03, 4.091029e-01, 9.175964e-01, -3.066079e+00, -2.938881e+00, 1.886641e-10, 2.427967e-10, 2.104940e+01, -7.399941e-02
1.951600e+03, 4.106620e-01, 9.171650e-01, -3.072954e+00, -2.947729e+00, 1.866397e-10, 2.447006e-10, 2.095697e+01, -6.765355e-02
1.957400e+03, 4.122109e-01, 9.167165e-01, -3.079756e+00, -2.956647e+00, 1.846658e-10, 2.463601e-10, 2.086660e+01, -6.129919e-02
1.963200e+03, 4.137541e-01, 9.162400e-01, -3.086485e+00, -2.965625e+00, 1.828248e-10, 2.478515e-10, 2.077805e+01, -5.493765e-02
1.969000e+03, 4.153002e-01, 9.157249e-01, -3.093148e+00, -2.974657e+00, 1.811485e-10, 2.490439e-10, 2.069084e+01, -4.856740e-02
1.974800e+03, 4.168519e-01, 9.151621e-01, -3.099750e+00, -2.983733e+00, 1.797089e-10, 2.499994e-10, 2.060482e+01, -4.218404e-02
1.980600e+03, 4.184146e-01, 9.145471e-01, -3.106299e+00, -2.992843e+00, 1.785542e-10, 2.505407e-10, 2.051970e+01, -3.578052e-02
1.986400e+03, 4.199920e-01, 9.138748e-01, -3.112806e+00, -3.001974e+00, 1.777005e-10, 2.508077e-10, 2.043526e+01, -2.934709e-02
1.992200e+03, 4.215869e-01, 9.131430e-01, -3.119281e+00, -3.011114e+00, 1.771688e-10, 2.507238e-10, 2.035136e+01, -2.287276e-02
1.998000e+03, 4.232012e-01, 9.123524e-01, -3.125738e+00, -3.020251e+00, 1.769653e-10, 2.503237e-10, 2.026791e+01, -1.634522e-02
2.003800e+03, 4.248358e-01, 9.115054e-01, -3.132187e+00, -3.029373e+00, 1.770791e-10, 2.496218e-10, 2.018486e+01, -9.751440e-03
2.009600e+03, 4.264899e-01, 9.106055e-01, -3.138640e+00, -3.038470e+00, 1.774932e-10, 2.486480e-10, 2.010228e+01, -3.078416e-03
2.015400e+03, 4.281636e-01, 9.096591e-01, 3.138077e+00, -3.047531e+00, 1.781775e-10, 2.474532e-10, 2.002018e+01, 3.686391e-03
2.021200e+03, 4.298535e-01, 9.086730e-01, 3.131584e+00, -3.056549e+00, 1.790939e-10, 2.460859e-10, 1.993876e+01, 1.055450e-02
2.027000e+03, 4.315590e-01, 9.076573e-01, 3.125057e+00, -3.065517e+00, 1.801975e-10, 2.445935e-10, 1.985811e+01, 1.753600e-02
2.032800e+03, 4.332746e-01, 9.066190e-01, 3.118490e+00, -3.074431e+00, 1.814423e-10, 2.430315e-10, 1.977853e+01, 2.463894e-02
2.038600e+03, 4.349980e-01, 9.055688e-01, 3.111878e+00, -3.083288e+00, 1.827726e-10, 2.414615e-10, 1.970018e+01, 3.186950e-02
2.044400e+03, 4.367249e-01, 9.045162e-01, 3.105217e+00, -3.092087e+00, 1.841416e-10, 2.399300e-10, 1.962334e+01, 3.923122e-02
2.050200e+03, 4.384509e-01, 9.034705e-01, 3.098507e+00, -3.100831e+00, 1.854877e-10, 2.384985e-10, 1.954825e+01, 4.672535e-02
2.056000e+03, 4.401717e-01, 9.024400e-01, 3.091747e+00, -3.109522e+00, 1.867758e-10, 2.372065e-10, 1.947517e+01, 5.435022e-02
2.061800e+03, 4.418829e-01, 9.014333e-01, 3.084941e+00, -3.118166e+00, 1.879453e-10, 2.360932e-10, 1.940437e+01, 6.210215e-02
2.067600e+03, 4.435821e-01, 9.004569e-01, 3.078091e+00, -3.126770e+00, 1.889703e-10, 2.351999e-10, 1.933600e+01, 6.997490e-02
2.073400e+03, 4.452656e-01, 8.995156e-01, 3.071205e+00, -3.135342e+00, 1.898337e-10, 2.345383e-10, 1.927025e+01, 7.796040e-02
2.079200e+03, 4.469288e-01, 8.986134e-01, 3.064287e+00, 3.139297e+00, 1.904782e-10, 2.341285e-10, 1.920737e+01, 8.604903e-02
2.085000e+03, 4.485720e-01, 8.977526e-01, 3.057345e+00, 3.130764e+00, 1.909238e-10, 2.339724e-10, 1.914736e+01, 9.422961e-02
2.090800e+03, 4.501921e-01, 8.969330e-01, 3.050388e+00, 3.122238e+00, 1.911366e-10, 2.340631e-10, 1.909035e+01, 1.024905e-01
2.096600e+03, 4.517883e-01, 8.961534e-01, 3.043422e+00, 3.113708e+00, 1.911394e-10, 2.343888e-10, 1.903639e+01, 1.108189e-01
2.102400e+03, 4.533613e-01, 8.954120e-01, 3.036457e+00, 3.105166e+00, 1.909287e-10, 2.349237e-10, 1.898542e+01, 1.192033e-01
2.108200e+03, 4.549110e-01, 8.947042e-01, 3.029499e+00, 3.096605e+00, 1.905174e-10, 2.356365e-10, 1.893743e+01, 1.276316e-01
2.114000e+03, 4.564390e-01, 8.940257e-01, 3.022556e+00, 3.088018e+00, 1.899487e-10, 2.364933e-10, 1.889230e+01, 1.360928e-01
2.119800e+03, 4.579460e-01, 8.933702e-01, 3.015633e+00, 3.079399e+00, 1.892252e-10, 2.374542e-10, 1.884998e+01, 1.445774e-01
2.125600e+03, 4.594347e-01, 8.927305e-01, 3.008738e+00, 3.070746e+00, 1.883975e-10, 2.384730e-10, 1.881031e+01, 1.530769e-01
2.131400e+03, 4.609076e-01, 8.921003e-01, 3.001872e+00, 3.062056e+00, 1.874714e-10, 2.395166e-10, 1.877314e+01, 1.615852e-01
2.137200e+03, 4.623684e-01, 8.914724e-01, 2.995040e+00, 3.053327e+00, 1.865274e-10, 2.405288e-10, 1.873825e+01, 1.700973e-01
2.143000e+03, 4.638180e-01, 8.908404e-01, 2.988243e+00, 3.044561e+00, 1.855559e-10, 2.414835e-10, 1.870560e+01, 1.786101e-01
2.148800e+03, 4.652610e-01, 8.901966e-01, 2.981480e+00, 3.035761e+00, 1.846152e-10, 2.423302e-10, 1.867494e+01, 1.871227e-01
2.154600e+03, 4.667004e-01, 8.895352e-01, 2.974753e+00, 3.026930e+00, 1.837289e-10, 2.430792e-10, 1.864614e+01, 1.956359e-01
2.160400e+03, 4.681392e-01, 8.888532e-01, 2.968057e+00, 3.018072e+00, 1.829413e-10, 2.436146e-10, 1.861904e+01, 2.041520e-01
2.166200e+03, 4.695787e-01, 8.881440e-01, 2.961390e+00, 3.009194e+00, 1.822452e-10, 2.440397e-10, 1.859361e+01, 2.126740e-01
2.172000e+03, 4.710230e-01, 8.874072e-01, 2.954749e+00, 3.000300e+00, 1.817116e-10, 2.442418e-10, 1.856966e+01, 2.212072e-01
2.177800e+03, 4.724715e-01, 8.866396e-01, 2.948127e+00, 2.991400e+00, 1.812932e-10, 2.442751e-10, 1.854726e+01, 2.297563e-01
2.183600e+03, 4.739279e-01, 8.858402e-01, 2.941520e+00, 2.982498e+00, 1.810477e-10, 2.441196e-10, 1.852627e+01, 2.383273e-01
2.189400e+03, 4.753915e-01, 8.850117e-01, 2.934922e+00, 2.973601e+00, 1.809501e-10, 2.437770e-10, 1.850676e+01, 2.469261e-01
2.195200e+03, 4.768633e-01, 8.841553e-01, 2.928328e+00, 2.964717e+00, 1.810087e-10, 2.432756e-10, 1.848875e+01, 2.555578e-01
2.201000e+03, 4.783438e-01, 8.832725e-01, 2.921731e+00, 2.955852e+00, 1.812552e-10, 2.426862e-10, 1.847225e+01, 2.642284e-01
