f_Hz,ReZ0_ohm,ImZ0_ohm
1.704000000000000000e+09,4.843640204501855351e+01,8.275930767786641995e-02
1.706000000000000000e+09,4.843734622867334849e+01,8.357199143620522297e-02
1.708000000000000000e+09,4.843829455973942544e+01,8.438213850298245666e-02
1.710000000000000000e+09,4.843924702623463219e+01,8.518973273354389641e-02
1.712000000000000000e+09,4.844020361610844105e+01,8.599475803906476978e-02
1.714000000000000000e+09,4.844116431724223304e+01,8.679719838646819674e-02
1.716000000000000000e+09,4.844212911744972416e+01,8.759703779875856189e-02
1.718000000000000000e+09,4.844309800447713599e+01,8.839426035517926328e-02
1.720000000000000000e+09,4.844407096600367879e+01,8.918885019116035151e-02
1.722000000000000000e+09,4.844504798964170789e+01,8.998079149876614391e-02
1.724000000000000000e+09,4.844602906293716416e+01,9.077006852658148217e-02
1.726000000000000000e+09,4.844701417336982985e+01,9.155666558003677791e-02
1.728000000000000000e+09,4.844800330835354885e+01,9.234056702150390816e-02
1.730000000000000000e+09,4.844899645523678089e+01,9.312175727039906370e-02
1.732000000000000000e+09,4.844999360130260868e+01,9.390022080329175902e-02
1.734000000000000000e+09,4.845099473376927079e+01,9.467594215422771298e-02
1.736000000000000000e+09,4.845199983979033931e+01,9.544890591462050489e-02
1.738000000000000000e+09,4.845300890645503955e+01,9.621909673358286508e-02
1.740000000000000000e+09,4.845402192078855563e+01,9.698649931796664292e-02
1.742000000000000000e+09,4.845503886975238572e+01,9.775109843254196906e-02
1.744000000000000000e+09,4.845605974024450546e+01,9.851287890002240200e-02
1.746000000000000000e+09,4.845708451909973036e+01,9.927182560135418277e-02
1.748000000000000000e+09,4.845811319309003551e+01,1.000279234757685404e-01
1.750000000000000000e+09,4.845914574892479010e+01,1.007811575209150434e-01
1.752000000000000000e+09,4.846018217325107713e+01,1.015315127928472921e-01
1.754000000000000000e+09,4.846122245265387107e+01,1.022789744064788869e-01
1.756000000000000000e+09,4.846226657365647839e+01,1.030235275354421387e-01
1.758000000000000000e+09,4.846331452272065832e+01,1.037651574122019082e-01
1.760000000000000000e+09,4.846436628624709186e+01,1.045038493283572123e-01
1.762000000000000000e+09,4.846542185057541730e+01,1.052395886346808307e-01
1.764000000000000000e+09,4.846648120198458543e+01,1.059723607410878871e-01
1.766000000000000000e+09,4.846754432669331436e+01,1.067021511171083875e-01
1.768000000000000000e+09,4.846861121086008239e+01,1.074289452915813819e-01
1.770000000000000000e+09,4.846968184058348328e+01,1.081527288531180658e-01
1.772000000000000000e+09,4.847075620190258149e+01,1.088734874501099403e-01
1.774000000000000000e+09,4.847183428079704015e+01,1.095912067906908011e-01
1.776000000000000000e+09,4.847291606318750468e+01,1.103058726431601771e-01
1.778000000000000000e+09,4.847400153493576624e+01,1.110174708358454554e-01
1.780000000000000000e+09,4.847509068184496073e+01,1.117259872573342083e-01
1.782000000000000000e+09,4.847618348966003055e+01,1.124314078565709085e-01
1.784000000000000000e+09,4.847727994406775309e+01,1.131337186429690334e-01
1.786000000000000000e+09,4.847838003069709600e+01,1.138329056865182570e-01
1.788000000000000000e+09,4.847948373511946585e+01,1.145289551179816262e-01
1.790000000000000000e+09,4.848059104284891419e+01,1.152218531289459363e-01
1.792000000000000000e+09,4.848170193934236494e+01,1.159115859718637537e-01
1.794000000000000000e+09,4.848281640999994835e+01,1.165981399603590873e-01
1.796000000000000000e+09,4.848393444016515730e+01,1.172815014692008551e-01
1.798000000000000000e+09,4.848505601512503915e+01,1.179616569344316135e-01
1.800000000000000000e+09,4.848618112011057235e+01,1.186385928536199397e-01
1.802000000000000000e+09,4.848730974029679430e+01,1.193122957858376160e-01
1.804000000000000000e+09,4.848844186080301455e+01,1.199827523518218197e-01
1.806000000000000000e+09,4.848957746669317714e+01,1.206499492340667862e-01
1.808000000000000000e+09,4.849071654297591039e+01,1.213138731771204737e-01
1.810000000000000000e+09,4.849185907460492473e+01,1.219745109874109668e-01
1.812000000000000000e+09,4.849300504647911225e+01,1.226318495336626985e-01
1.814000000000000000e+09,4.849415444344282378e+01,1.232858757468602851e-01
1.816000000000000000e+09,4.849530725028606071e+01,1.239365766203581604e-01
1.818000000000000000e+09,4.849646345174478768e+01,1.245839392101154713e-01
1.820000000000000000e+09,4.849762303250103201e+01,1.252279506347654392e-01
1.822000000000000000e+09,4.849878597718317508e+01,1.258685980756862055e-01
1.824000000000000000e+09,4.849995227036611567e+01,1.265058687772887824e-01
1.826000000000000000e+09,4.850112189657157558e+01,1.271397500470096698e-01
1.828000000000000000e+09,4.850229484026823457e+01,1.277702292554169783e-01
1.830000000000000000e+09,4.850347108587200040e+01,1.283972938365638972e-01
1.832000000000000000e+09,4.850465061774615805e+01,1.290209312878255465e-01
1.834000000000000000e+09,4.850583342020167521e+01,1.296411291702362356e-01
1.836000000000000000e+09,4.850701947749725917e+01,1.302578751086351239e-01
1.838000000000000000e+09,4.850820877383976182e+01,1.308711567916688301e-01
1.840000000000000000e+09,4.850940129338425066e+01,1.314809619720468392e-01
1.842000000000000000e+09,4.851059702023430020e+01,1.320872784666084765e-01
1.844000000000000000e+09,4.851179593844216953e+01,1.326900941565624936e-01
1.846000000000000000e+09,4.851299803200892313e+01,1.332893969875018902e-01
1.848000000000000000e+09,4.851420328488481459e+01,1.338851749697401450e-01
1.850000000000000000e+09,4.851541168096940027e+01,1.344774161781173705e-01
1.852000000000000000e+09,4.851662320411166007e+01,1.350661087526032755e-01
1.854000000000000000e+09,4.851783783811041673e+01,1.356512408981827567e-01
1.856000000000000000e+09,4.851905556671430730e+01,1.362328008848736893e-01
1.858000000000000000e+09,4.852027637362221668e+01,1.368107770482276941e-01
1.860000000000000000e+09,4.852150024248329174e+01,1.373851577893156206e-01
1.862000000000000000e+09,4.852272715689721849e+01,1.379559315746801962e-01
1.864000000000000000e+09,4.852395710041450627e+01,1.385230869369239726e-01
1.866000000000000000e+09,4.852519005653653039e+01,1.390866124745170906e-01
1.868000000000000000e+09,4.852642600871595846e+01,1.396464968521116123e-01
1.870000000000000000e+09,4.852766494035674327e+01,1.402027288007305084e-01
1.872000000000000000e+09,4.852890683481441414e+01,1.407552971178135937e-01
1.874000000000000000e+09,4.853015167539633268e+01,1.413041906674747106e-01
1.876000000000000000e+09,4.853139944536185624e+01,1.418493983806563552e-01
1.878000000000000000e+09,4.853265012792251554e+01,1.423909092553200251e-01
1.880000000000000000e+09,4.853390370624227756e+01,1.429287123565363971e-01
1.882000000000000000e+09,4.853516016343779427e+01,1.434627968168541434e-01
1.884000000000000000e+09,4.853641948257838834e+01,1.439931518361701468e-01
1.886000000000000000e+09,4.853768164668660745e+01,1.445197666821650961e-01
1.888000000000000000e+09,4.853894663873816739e+01,1.450426306904449569e-01
1.890000000000000000e+09,4.854021444166225763e+01,1.455617332646050865e-01
1.892000000000000000e+09,4.854148503834178996e+01,1.460770638765934160e-01
1.894000000000000000e+09,4.854275841161351224e+01,1.465886120666590187e-01
1.896000000000000000e+09,4.854403454426833520e+01,1.470963674437777979e-01
1.898000000000000000e+09,4.854531341905152431e+01,1.476003196856856547e-01
1.900000000000000000e+09,4.854659501866284899e+01,1.481004585391623163e-01
1.902000000000000000e+09,4.854787932575683840e+01,1.485967738201007804e-01
1.904000000000000000e+09,4.854916632294302303e+01,1.490892554139408577e-01
1.906000000000000000e+09,4.855045599278617630e+01,1.495778932755475188e-01
1.908000000000000000e+09,4.855174831780642108e+01,1.500626774296804633e-01
1.910000000000000000e+09,4.855304328047964191e+01,1.505435979710646466e-01
1.912000000000000000e+09,4.855434086323758436e+01,1.510206450645849019e-01
1.914000000000000000e+09,4.855564104846802564e+01,1.514938089455556414e-01
1.916000000000000000e+09,4.855694381851515828e+01,1.519630799198214699e-01
1.918000000000000000e+09,4.855824915567973221e+01,1.524284483641662469e-01
1.920000000000000000e+09,4.855955704221931768e+01,1.528899047262064215e-01
1.922000000000000000e+09,4.856086746034848289e+01,1.533474395249467270e-01
1.924000000000000000e+09,4.856218039223909244e+01,1.538010433507908670e-01
1.926000000000000000e+09,4.856349582002054177e+01,1.542507068656611691e-01
1.928000000000000000e+09,4.856481372577997746e+01,1.546964208034803667e-01
1.930000000000000000e+09,4.856613409156254590e+01,1.551381759702605556e-01
1.932000000000000000e+09,4.856745689937164201e+01,1.555759632441650053e-01
1.934000000000000000e+09,4.856878213116913656e+01,1.560097735760606341e-01
1.936000000000000000e+09,4.857010976887566045e+01,1.564395979893501709e-01
1.938000000000000000e+09,4.857143979437085335e+01,1.568654275805369536e-01
1.940000000000000000e+09,4.857277218949350583e+01,1.572872535192588184e-01
1.942000000000000000e+09,4.857410693604210650e+01,1.577050670485958261e-01
1.944000000000000000e+09,4.857544401577467141e+01,1.581188594851218598e-01
1.946000000000000000e+09,4.857678341040944758e+01,1.585286222194119132e-01
1.948000000000000000e+09,4.857812510162487740e+01,1.589343467160454770e-01
1.950000000000000000e+09,4.857946907105994683e+01,1.593360245139670561e-01
1.952000000000000000e+09,4.858081530031450512e+01,1.597336472265994678e-01
1.954000000000000000e+09,4.858216377094952065e+01,1.601272065421196211e-01
1.956000000000000000e+09,4.858351446448727273e+01,1.605166942238208383e-01
1.958000000000000000e+09,4.858486736241176374e+01,1.609021021100855986e-01
1.960000000000000000e+09,4.858622244616890384e+01,1.612834221148577718e-01
1.962000000000000000e+09,4.858757969716674552e+01,1.616606462278226963e-01
1.964000000000000000e+09,4.858893909677602352e+01,1.620337665144029604e-01
1.966000000000000000e+09,4.859030062633009805e+01,1.624027751164589528e-01
1.968000000000000000e+09,4.859166426712545217e+01,1.627676642520663741e-01
1.970000000000000000e+09,4.859303000042207543e+01,1.631284262160319076e-01
1.972000000000000000e+09,4.859439780744344972e+01,1.634850533799679928e-01
1.974000000000000000e+09,4.859576766937721715e+01,1.638375381926951424e-01
1.976000000000000000e+09,4.859713956737524398e+01,1.641858731803832183e-01
1.978000000000000000e+09,4.859851348255391201e+01,1.645300509467808314e-01
1.980000000000000000e+09,4.859988939599465851e+01,1.648700641733923944e-01
1.982000000000000000e+09,4.860126728874409707e+01,1.652059056199061959e-01
1.984000000000000000e+09,4.860264714181430890e+01,1.655375681243352604e-01
1.986000000000000000e+09,4.860402893618336151e+01,1.658650446031634251e-01
1.988000000000000000e+09,4.860541265279548639e+01,1.661883280517642558e-01
1.990000000000000000e+09,4.860679827256138452e+01,1.665074115444145353e-01
1.992000000000000000e+09,4.860818577635868110e+01,1.668222882347984160e-01
1.994000000000000000e+09,4.860957514503212451e+01,1.671329513560962932e-01
1.996000000000000000e+09,4.861096635939406951e+01,1.674393942211561681e-01
1.998000000000000000e+09,4.861235940022474722e+01,1.677416102228627415e-01
2.000000000000000000e+09,4.861375424827249958e+01,1.680395928344133039e-01
2.002000000000000000e+09,4.861515088425435493e+01,1.683333356093487387e-01
2.004000000000000000e+09,4.861654928885623406e+01,1.686228321820481268e-01
2.006000000000000000e+09,4.861794944273333385e+01,1.689080762677296621e-01
2.008000000000000000e+09,4.861935132651055369e+01,1.691890616628050070e-01
2.010000000000000000e+09,4.862075492078270145e+01,1.694657822452106388e-01
2.012000000000000000e+09,4.862216020611500511e+01,1.697382319744611401e-01
2.014000000000000000e+09,4.862356716304348225e+01,1.700064048919466553e-01
2.016000000000000000e+09,4.862497577207524557e+01,1.702702951212514693e-01
2.018000000000000000e+09,4.862638601368894342e+01,1.705298968682148475e-01
2.020000000000000000e+09,4.862779786833504403e+01,1.707852044214607234e-01
2.022000000000000000e+09,4.862921131643638262e+01,1.710362121522493173e-01
2.024000000000000000e+09,4.863062633838841720e+01,1.712829145149367682e-01
2.026000000000000000e+09,4.863204291455962647e+01,1.715253060472431423e-01
2.028000000000000000e+09,4.863346102529206405e+01,1.717633813703411672e-01
2.030000000000000000e+09,4.863488065090152190e+01,1.719971351891626810e-01
2.032000000000000000e+09,4.863630177167814139e+01,1.722265622926217321e-01
2.034000000000000000e+09,4.863772436788675435e+01,1.724516575537471674e-01
2.036000000000000000e+09,4.863914841976716730e+01,1.726724159300647155e-01
2.038000000000000000e+09,4.864057390753482935e+01,1.728888324636961571e-01
2.040000000000000000e+09,4.864200081138110221e+01,1.731009022816266396e-01
2.042000000000000000e+09,4.864342911147364390e+01,1.733086205959052939e-01
2.044000000000000000e+09,4.864485878795687768e+01,1.735119827038343332e-01
2.046000000000000000e+09,4.864628982095257470e+01,1.737109839882913509e-01
2.048000000000000000e+09,4.864772219055998193e+01,1.739056199178356799e-01
2.050000000000000000e+09,4.864915587685658238e+01,1.740958860468491687e-01
2.052000000000000000e+09,4.865059085989828702e+01,1.742817780159692242e-01
2.054000000000000000e+09,4.865202711972008842e+01,1.744632915521586169e-01
2.056000000000000000e+09,4.865346463633633789e+01,1.746404224688605233e-01
2.058000000000000000e+09,4.865490338974122864e+01,1.748131666662164907e-01
2.060000000000000000e+09,4.865634335990945658e+01,1.749815201314697255e-01
2.062000000000000000e+09,4.865778452679633403e+01,1.751454789387782707e-01
2.064000000000000000e+09,4.865922687033854288e+01,1.753050392498196608e-01
2.066000000000000000e+09,4.866067037045451826e+01,1.754601973137371873e-01
2.068000000000000000e+09,4.866211500704485360e+01,1.756109494672578597e-01
2.070000000000000000e+09,4.866356075999287611e+01,1.757572921351933104e-01
2.072000000000000000e+09,4.866500760916496660e+01,1.758992218302504462e-01
2.074000000000000000e+09,4.866645553441127703e+01,1.760367351535666591e-01
2.076000000000000000e+09,4.866790451556598640e+01,1.761698287945490105e-01
2.078000000000000000e+09,4.866935453244799703e+01,1.762984995312970871e-01
2.080000000000000000e+09,4.867080556486128273e+01,1.764227442307246818e-01
2.082000000000000000e+09,4.867225759259534357e+01,1.765425598485958203e-01
2.084000000000000000e+09,4.867371059542587375e+01,1.766579434299000717e-01
2.086000000000000000e+09,4.867516455311517376e+01,1.767688921087381126e-01
2.088000000000000000e+09,4.867661944541264774e+01,1.768754031088007606e-01
2.090000000000000000e+09,4.867807525205522978e+01,1.769774737433089107e-01
2.092000000000000000e+09,4.867953195276815137e+01,1.770751014151883129e-01
2.094000000000000000e+09,4.868098952726514739e+01,1.771682836172736586e-01
2.096000000000000000e+09,4.868244795524917379e+01,1.772570179324544637e-01
2.098000000000000000e+09,4.868390721641296182e+01,1.773413020337852308e-01
2.100000000000000000e+09,4.868536729043921696e+01,1.774211336846260312e-01
2.102000000000000000e+09,4.868682815700167055e+01,1.774965107387174168e-01
2.104000000000000000e+09,4.868828979576503002e+01,1.775674311404752126e-01
2.106000000000000000e+09,4.868975218638605895e+01,1.776338929249110243e-01
2.108000000000000000e+09,4.869121530851365520e+01,1.776958942180063561e-01
2.110000000000000000e+09,4.869267914178969647e+01,1.777534332364464897e-01
2.112000000000000000e+09,4.869414366584945952e+01,1.778065082881994663e-01
2.114000000000000000e+09,4.869560886032207492e+01,1.778551177722617616e-01
2.116000000000000000e+09,4.869707470483134415e+01,1.778992601789278760e-01
2.118000000000000000e+09,4.869854117899591728e+01,1.779389340899113492e-01
2.120000000000000000e+09,4.870000826243018821e+01,1.779741381783235266e-01
2.122000000000000000e+09,4.870147593474460734e+01,1.780048712088211638e-01
2.124000000000000000e+09,4.870294417554639210e+01,1.780311320377705453e-01
2.126000000000000000e+09,4.870441296443989643e+01,1.780529196132705771e-01
2.128000000000000000e+09,4.870588228102747763e+01,1.780702329751573387e-01
2.130000000000000000e+09,4.870735210490974509e+01,1.780830712552681494e-01
2.132000000000000000e+09,4.870882241568624238e+01,1.780914336772143336e-01
2.134000000000000000e+09,4.871029319295601567e+01,1.780953195568221181e-01
2.136000000000000000e+09,4.871176441631831011e+01,1.780947283019286842e-01
2.138000000000000000e+09,4.871323606537283979e+01,1.780896594124916077e-01
2.140000000000000000e+09,4.871470811972066883e+01,1.780801124806769831e-01
2.142000000000000000e+09,4.871618055896452404e+01,1.780660871909063581e-01
2.144000000000000000e+09,4.871765336270954094e+01,1.780475833198572055e-01
2.146000000000000000e+09,4.871912651056381804e+01,1.780246007365564043e-01
2.148000000000000000e+09,4.872059998213894971e+01,1.779971394023490416e-01
2.150000000000000000e+09,4.872207375705065857e+01,1.779651993710373303e-01
2.152000000000000000e+09,4.872354781491920761e+01,1.779287807887288686e-01
2.154000000000000000e+09,4.872502213537013915e+01,1.778878838940549101e-01
2.156000000000000000e+09,4.872649669803504935e+01,1.778425090179710510e-01
2.158000000000000000e+09,4.872797148255159527e+01,1.777926565839905160e-01
2.160000000000000000e+09,4.872944646856475970e+01,1.777383271079872595e-01
2.162000000000000000e+09,4.873092163572681557e+01,1.776795211983179801e-01
2.164000000000000000e+09,4.873239696369842022e+01,1.776162395557898677e-01
2.166000000000000000e+09,4.873387243214889253e+01,1.775484829736162229e-01
2.168000000000000000e+09,4.873534802075706551e+01,1.774762523373914491e-01
2.170000000000000000e+09,4.873682370921130769e+01,1.773995486252135934e-01
2.172000000000000000e+09,4.873829947721090150e+01,1.773183729072959347e-01
2.174000000000000000e+09,4.873977530446611439e+01,1.772327263464726355e-01
2.176000000000000000e+09,4.874125117069888091e+01,1.771426101976322220e-01
2.178000000000000000e+09,4.874272705564342800e+01,1.770480258080679159e-01
2.180000000000000000e+09,4.874420293904679369e+01,1.769489746170784805e-01
2.182000000000000000e+09,4.874567880066975789e+01,1.768454581562801387e-01
2.184000000000000000e+09,4.874715462028691348e+01,1.767374780492746711e-01
2.186000000000000000e+09,4.874863037768749763e+01,1.766250360116537743e-01
2.188000000000000000e+09,4.875010605267613784e+01,1.765081338510881837e-01
2.190000000000000000e+09,4.875158162507319304e+01,1.763867734669495868e-01
2.192000000000000000e+09,4.875305707471549255e+01,1.762609568504488189e-01
2.194000000000000000e+09,4.875453238145691870e+01,1.761306860845367472e-01
2.196000000000000000e+09,4.875600752516880476e+01,1.759959633436789517e-01
2.198000000000000000e+09,4.875748248574085153e+01,1.758567908939699942e-01
2.200000000000000000e+09,4.875895724308138313e+01,1.757131710928061252e-01
2.202000000000000000e+09,4.876043177711822096e+01,1.755651063889648034e-01
2.204000000000000000e+09,4.876190606779920955e+01,1.754125993222580004e-01
2.206000000000000000e+09,4.876338009509246518e+01,1.752556525237693175e-01
2.208000000000000000e+09,4.876485383898742754e+01,1.750942687152506894e-01
2.210000000000000000e+09,4.876632727949525048e+01,1.749284507095317798e-01
2.212000000000000000e+09,4.876780039664926392e+01,1.747582014099877123e-01
2.214000000000000000e+09,4.876927317050582644e+01,1.745835238105239162e-01
2.216000000000000000e+09,4.877074558114463088e+01,1.744044209953727054e-01
2.218000000000000000e+09,4.877221760866942191e+01,1.742208961391857047e-01
2.220000000000000000e+09,4.877368923320866401e+01,1.740329525063986083e-01
2.222000000000000000e+09,4.877516043491581144e+01,1.738405934516634443e-01
2.224000000000000000e+09,4.877663119397031011e+01,1.736438224191929058e-01
2.226000000000000000e+09,4.877810149057781075e+01,1.734426429427135541e-01
2.228000000000000000e+09,4.877957130497082261e+01,1.732370586455510564e-01
2.230000000000000000e+09,4.878104061740948794e+01,1.730270732400697453e-01
2.232000000000000000e+09,4.878250940818185200e+01,1.728126905276866632e-01
2.234000000000000000e+09,4.878397765760465887e+01,1.725939143987425539e-01
2.236000000000000000e+09,4.878544534602373517e+01,1.723707488319780601e-01
2.238000000000000000e+09,4.878691245381475738e+01,1.721431978947868813e-01
2.240000000000000000e+09,4.878837896138355035e+01,1.719112657425967416e-01
2.242000000000000000e+09,4.878984484916694697e+01,1.716749566189239296e-01
2.244000000000000000e+09,4.879131009763307958e+01,1.714342748550532480e-01
2.246000000000000000e+09,4.879277468728201228e+01,1.711892248696316177e-01
2.248000000000000000e+09,4.879423859864633783e+01,1.709398111689390820e-01
2.250000000000000000e+09,4.879570181229171055e+01,1.706860383460179209e-01
2.252000000000000000e+09,4.879716430881743605e+01,1.704279110809256426e-01
2.254000000000000000e+09,4.879862606885681231e+01,1.701654341402383530e-01
2.256000000000000000e+09,4.880008707307776916e+01,1.698986123768810030e-01
2.258000000000000000e+09,4.880154730218367121e+01,1.696274507298556888e-01
2.260000000000000000e+09,4.880300673691338176e+01,1.693519542239446951e-01
2.262000000000000000e+09,4.880446535804215813e+01,1.690721279695143742e-01
2.264000000000000000e+09,4.880592314638189322e+01,1.687879771621569880e-01
2.266000000000000000e+09,4.880738008278198237e+01,1.684995070826084407e-01
2.268000000000000000e+09,4.880883614812938021e+01,1.682067230961501736e-01
2.270000000000000000e+09,4.881029132334954568e+01,1.679096306525369731e-01
2.272000000000000000e+09,4.881174558940683283e+01,1.676082352857757030e-01
2.274000000000000000e+09,4.881319892730467558e+01,1.673025426134000238e-01
2.276000000000000000e+09,4.881465131808662505e+01,1.669925583370047983e-01
2.278000000000000000e+09,4.881610274283647755e+01,1.666782882409794664e-01
2.280000000000000000e+09,4.881755318267880028e+01,1.663597381928983709e-01
2.282000000000000000e+09,4.881900261877961356e+01,1.660369141427845974e-01
2.284000000000000000e+09,4.882045103234661099e+01,1.657098221229673374e-01
2.286000000000000000e+09,4.882189840462987007e+01,1.653784682479723378e-01
2.288000000000000000e+09,4.882334471692225009e+01,1.650428587137814096e-01
2.290000000000000000e+09,4.882478995055976156e+01,1.647029997976231508e-01
2.292000000000000000e+09,4.882623408692217737e+01,1.643588978578658377e-01
2.294000000000000000e+09,4.882767710743361533e+01,1.640105593335630108e-01
2.296000000000000000e+09,4.882911899356248853e+01,1.636579907439106585e-01
2.298000000000000000e+09,4.883055972682257106e+01,1.633011986880857358e-01
2.300000000000000000e+09,4.883199928877304075e+01,1.629401898450256181e-01
2.302000000000000000e+09,4.883343766101909722e+01,1.625749709726030390e-01
2.304000000000000000e+09,4.883487482521231016e+01,1.622055489078719492e-01
2.306000000000000000e+09,4.883631076305140084e+01,1.618319305662180574e-01
2.308000000000000000e+09,4.883774545628187980e+01,1.614541229412908285e-01
2.310000000000000000e+09,4.883917888669726892e+01,1.610721331044747129e-01
2.312000000000000000e+09,4.884061103613923649e+01,1.606859682046175020e-01
2.314000000000000000e+09,4.884204188649791689e+01,1.602956354674872907e-01
2.316000000000000000e+09,4.884347141971242223e+01,1.599011421955108814e-01
2.318000000000000000e+09,4.884489961777113365e+01,1.595024957673346067e-01
2.320000000000000000e+09,4.884632646271240475e+01,1.590997036377573004e-01
2.322000000000000000e+09,4.884775193662447634e+01,1.586927733367803905e-01
2.324000000000000000e+09,4.884917602164621542e+01,1.582817124695913291e-01
2.326000000000000000e+09,4.885059869996751303e+01,1.578665287159140840e-01
2.328000000000000000e+09,4.885201995382939799e+01,1.574472298298988382e-01
2.330000000000000000e+09,4.885343976552462664e+01,1.570238236396604981e-01
2.332000000000000000e+09,4.885485811739789597e+01,1.565963180465693161e-01
2.334000000000000000e+09,4.885627499184651867e+01,1.561647210253445661e-01
2.336000000000000000e+09,4.885769037132020287e+01,1.557290406230948943e-01
2.338000000000000000e+09,4.885910423832184790e+01,1.552892849591240576e-01
2.340000000000000000e+09,4.886051657540788540e+01,1.548454622247986689e-01
2.342000000000000000e+09,4.886192736518830060e+01,1.543975806827226349e-01
2.344000000000000000e+09,4.886333659032740684e+01,1.539456486665565504e-01
2.346000000000000000e+09,4.886474423354366792e+01,1.534896745804253948e-01
2.348000000000000000e+09,4.886615027761030206e+01,1.530296668986172171e-01
2.350000000000000000e+09,4.886755470535555901e+01,1.525656341649865300e-01
2.352000000000000000e+09,4.886895749966307534e+01,1.520975849929238344e-01
2.354000000000000000e+09,4.887035864347200231e+01,1.516255280643665493e-01
2.356000000000000000e+09,4.887175811977738960e+01,1.511494721297503008e-01
2.358000000000000000e+09,4.887315591163049078e+01,1.506694260074652736e-01
2.360000000000000000e+09,4.887455200213899076e+01,1.501853985833593863e-01
2.362000000000000000e+09,4.887594637446731127e+01,1.496973988103871001e-01
2.364000000000000000e+09,4.887733901183683116e+01,1.492054357081601390e-01
2.366000000000000000e+09,4.887872989752608532e+01,1.487095183624100592e-01
2.368000000000000000e+09,4.888011901487132604e+01,1.482096559245382750e-01
2.370000000000000000e+09,4.888150634726625299e+01,1.477058576113422228e-01
2.372000000000000000e+09,4.888289187816268822e+01,1.471981327045262800e-01
2.374000000000000000e+09,4.888427559107051934e+01,1.466864905499495886e-01
2.376000000000000000e+09,4.888565746955809033e+01,1.461709405575941367e-01
2.378000000000000000e+09,4.888703749725227965e+01,1.456514922009321811e-01
2.380000000000000000e+09,4.888841565783892662e+01,1.451281550162236700e-01
2.382000000000000000e+09,4.888979193506276744e+01,1.446009386026422538e-01
2.384000000000000000e+09,4.889116631272769808e+01,1.440698526213357311e-01
2.386000000000000000e+09,4.889253877469723619e+01,1.435349067949978352e-01
2.388000000000000000e+09,4.889390930489405918e+01,1.429961109078590198e-01
2.390000000000000000e+09,4.889527788730095637e+01,1.424534748045714061e-01
2.392000000000000000e+09,4.889664450596040268e+01,1.419070083903423707e-01
2.394000000000000000e+09,4.889800914497492812e+01,1.413567216300923302e-01
2.396000000000000000e+09,4.889937178850735222e+01,1.408026245481290017e-01
2.398000000000000000e+09,4.890073242078064197e+01,1.402447272278470325e-01
2.400000000000000000e+09,4.890209102607837366e+01,1.396830398110023019e-01
2.402000000000000000e+09,4.890344758874483944e+01,1.391175724973584271e-01
2.404000000000000000e+09,4.890480209318455707e+01,1.385483355444601106e-01
2.406000000000000000e+09,4.890615452386322204e+01,1.379753392666552836e-01
2.408000000000000000e+09,4.890750486530742336e+01,1.373985940352923374e-01
2.410000000000000000e+09,4.890885310210475012e+01,1.368181102777907276e-01
2.412000000000000000e+09,4.891019921890364941e+01,1.362338984772437644e-01
2.414000000000000000e+09,4.891154320041402315e+01,1.356459691722454453e-01
2.416000000000000000e+09,4.891288503140690125e+01,1.350543329561743056e-01
2.418000000000000000e+09,4.891422469671450557e+01,1.344590004767860503e-01
2.420000000000000000e+09,4.891556218123045596e+01,1.338599824358398527e-01
2.422000000000000000e+09,4.891689746990999055e+01,1.332572895886648956e-01
2.424000000000000000e+09,4.891823054776949675e+01,1.326509327436943275e-01
2.426000000000000000e+09,4.891956139988698737e+01,1.320409227619203929e-01
2.428000000000000000e+09,4.892089001140193005e+01,1.314272705565520394e-01
2.430000000000000000e+09,4.892221636751534675e+01,1.308099870927446062e-01
2.432000000000000000e+09,4.892354045348967162e+01,1.301890833866151675e-01
2.434000000000000000e+09,4.892486225464898553e+01,1.295645705054467300e-01
2.436000000000000000e+09,4.892618175637888100e+01,1.289364595669428848e-01
2.438000000000000000e+09,4.892749894412626332e+01,1.283047617388093919e-01
2.440000000000000000e+09,4.892881380339979813e+01,1.276694882384933893e-01
2.442000000000000000e+09,4.893012631976952775e+01,1.270306503322628511e-01
2.444000000000000000e+09,4.893143647886672198e+01,1.263882593355157014e-01
2.446000000000000000e+09,4.893274426638411256e+01,1.257423266117647653e-01
2.448000000000000000e+09,4.893404966807575107e+01,1.250928635724236071e-01
2.450000000000000000e+09,4.893535266975711551e+01,1.244398816767898208e-01
2.452000000000000000e+09,4.893665325730462001e+01,1.237833924308203437e-01
2.454000000000000000e+09,4.893795141665582094e+01,1.231234073873462981e-01
2.456000000000000000e+09,4.893924713380951630e+01,1.224599381453722741e-01
2.458000000000000000e+09,4.894054039482509211e+01,1.217929963499108370e-01
2.460000000000000000e+09,4.894183118582287761e+01,1.211225936915219237e-01
2.462000000000000000e+09,4.894311949298428033e+01,1.204487419057095332e-01
2.464000000000000000e+09,4.894440530255080546e+01,1.197714527728952205e-01
2.466000000000000000e+09,4.894568860082467410e+01,1.190907381173095247e-01
2.468000000000000000e+09,4.894696937416852478e+01,1.184066098078453977e-01
2.470000000000000000e+09,4.894824760900507954e+01,1.177190797565804553e-01
2.472000000000000000e+09,4.894952329181728601e+01,1.170281599186660526e-01
2.474000000000000000e+09,4.895079640914774188e+01,1.163338622924246779e-01
2.476000000000000000e+09,4.895206694759913546e+01,1.156361989185283046e-01
2.478000000000000000e+09,4.895333489383363457e+01,1.149351818795592839e-01
