k,t_real_s,y1,u1_aplicado,dy1,du1_aplicado
1004,5.02,2.818,94.219,0.3410000000000002,44.218999999999994
1005,5.025,2.875,94.346,0.39800000000000013,44.346000000000004
1006,5.03,2.942,42.041,0.4650000000000003,-7.959000000000003
1007,5.035,2.897,50.752,0.41999999999999993,0.7520000000000024
1008,5.04,2.877,76.855,0.3999999999999999,26.855000000000004
1009,5.045,2.918,94.463,0.4410000000000003,44.462999999999994
1010,5.05,2.986,85.869,0.5090000000000003,35.869
1011,5.055,3.038,94.805,0.5609999999999999,44.80500000000001
1012,5.06,3.049,94.814,0.5720000000000001,44.81399999999999
1013,5.065,3.103,7.529,0.6260000000000003,-42.471000000000004
1014,5.07,3.038,24.863,0.5609999999999999,-25.137
1015,5.075,3.061,16.133,0.5840000000000001,-33.867000000000004
1016,5.08,2.979,15.928,0.5020000000000002,-34.072
1017,5.085,3.005,7.266,0.528,-42.734
1018,5.09,2.912,7.012,0.43500000000000005,-42.988
1019,5.095,2.862,6.865,0.38500000000000023,-43.135
1020,5.1,2.767,6.66,0.29000000000000004,-43.34
1021,5.105,2.675,93.828,0.19799999999999995,43.828
1022,5.11,2.737,41.514,0.26000000000000023,-8.485999999999997
1023,5.115,2.734,93.984,0.2570000000000001,43.983999999999995
1024,5.12,2.815,6.797,0.3380000000000001,-43.203
1025,5.125,2.723,50.264,0.246,0.2640000000000029
1026,5.13,2.685,41.387,0.20800000000000018,-8.613
1027,5.135,2.686,58.896,0.20900000000000007,8.896
1028,5.14,2.719,76.377,0.242,26.376999999999995
1029,5.145,2.667,6.396,0.18999999999999995,-43.604
1030,5.15,2.614,6.25,0.137,-43.75
1031,5.155,2.542,93.457,0.06499999999999995,43.456999999999994
1032,5.16,2.618,6.279,0.14100000000000001,-43.721000000000004
1033,5.165,2.542,14.775,0.06499999999999995,-35.225
1034,5.17,2.469,93.262,-0.008000000000000007,43.262
1035,5.175,2.551,23.564,0.07400000000000029,-26.436
1036,5.18,2.506,5.977,0.028999999999999915,-44.022999999999996
1037,5.185,2.519,93.359,0.04200000000000026,43.358999999999995
1038,5.19,2.494,23.457,0.017000000000000348,-26.543
1039,5.195,2.513,93.34,0.03600000000000003,43.34
1040,5.2,2.591,6.211,0.11400000000000032,-43.789
1041,5.205,2.51,5.996,0.03299999999999992,-44.004
1042,5.21,2.426,5.811,-0.05099999999999971,-44.189
1043,5.215,2.353,92.891,-0.12399999999999967,42.891000000000005
1044,5.22,2.433,93.145,-0.04400000000000004,43.144999999999996
1045,5.225,2.518,6.016,0.040999999999999925,-43.984
1046,5.23,2.434,5.83,-0.042999999999999705,-44.17
1047,5.235,2.358,92.92,-0.11899999999999977,42.92
1048,5.24,2.423,49.453,-0.053999999999999826,-0.546999999999997
1049,5.245,2.464,5.879,-0.0129999999999999,-44.121
1050,5.25,2.382,5.664,-0.09499999999999975,-44.336
1051,5.255,2.309,5.488,-0.1679999999999997,-44.512
1052,5.26,2.232,14.023,-0.24499999999999966,-35.977000000000004
1053,5.265,2.186,92.471,-0.2909999999999999,42.471000000000004
1054,5.27,2.271,92.695,-0.20599999999999996,42.69499999999999
1055,5.275,2.362,5.615,-0.11499999999999977,-44.385
1056,5.28,2.3,5.439,-0.17700000000000005,-44.561
1057,5.285,2.226,31.426,-0.2509999999999999,-18.574
1058,5.29,2.221,66.396,-0.2559999999999998,16.396
1059,5.295,2.192,92.52,-0.2849999999999997,42.519999999999996
1060,5.3,2.278,22.881,-0.19899999999999984,-27.119
1061,5.305,2.249,92.637,-0.22799999999999976,42.637
1062,5.31,2.33,92.852,-0.1469999999999998,42.852000000000004
1063,5.315,2.415,23.193,-0.06199999999999983,-26.807
1064,5.32,2.37,40.586,-0.10699999999999976,-9.414000000000001
1065,5.325,2.391,75.596,-0.08599999999999985,25.596000000000004
1066,5.33,2.454,93.193,-0.022999999999999687,43.193
1067,5.335,2.532,93.389,0.05500000000000016,43.388999999999996
1068,5.34,2.607,6.25,0.13000000000000034,-43.75
1069,5.345,2.522,93.389,0.04499999999999993,43.388999999999996
1070,5.35,2.598,6.211,0.121,-43.789
1071,5.355,2.514,6.016,0.03699999999999992,-43.984
1072,5.36,2.431,84.404,-0.04599999999999982,34.403999999999996
1073,5.365,2.444,5.83,-0.03299999999999992,-44.17
1074,5.37,2.363,92.949,-0.11399999999999988,42.949
1075,5.375,2.442,93.184,-0.0349999999999997,43.184
1076,5.38,2.526,93.408,0.04899999999999993,43.408
1077,5.385,2.6,6.25,0.12300000000000022,-43.75
1078,5.39,2.519,6.016,0.04200000000000026,-43.984
1079,5.395,2.508,5.986,0.03100000000000014,-44.014
1080,5.4,2.421,5.781,-0.05600000000000005,-44.219
1081,5.405,2.344,66.641,-0.133,16.641000000000005
1082,5.41,2.343,92.891,-0.1339999999999999,42.891000000000005
1083,5.415,2.416,5.771,-0.06099999999999994,-44.229
1084,5.42,2.34,49.229,-0.137,-0.7710000000000008
1085,5.425,2.322,23.008,-0.1549999999999998,-26.992
1086,5.43,2.346,84.111,-0.13099999999999978,34.111000000000004
1087,5.435,2.333,5.586,-0.14399999999999968,-44.414
1088,5.44,2.271,92.705,-0.20599999999999996,42.705
1089,5.445,2.313,5.527,-0.1639999999999997,-44.473
1090,5.451,2.245,92.607,-0.23199999999999976,42.607
1091,5.455,2.313,92.813,-0.1639999999999997,42.813
1092,5.46,2.398,66.826,-0.07899999999999974,16.825999999999993
1093,5.465,2.459,5.889,-0.017999999999999794,-44.111
1094,5.47,2.382,75.527,-0.09499999999999975,25.527
1095,5.475,2.439,93.154,-0.03799999999999981,43.153999999999996
1096,5.48,2.5,32.168,0.02300000000000013,-17.832
1097,5.485,2.487,5.938,0.010000000000000231,-44.062
1098,5.49,2.402,49.365,-0.07499999999999973,-0.634999999999998
1099,5.495,2.447,84.434,-0.029999999999999805,34.434
1100,5.5,2.519,93.389,0.04200000000000026,43.388999999999996
1101,5.505,2.515,93.35,0.038000000000000256,43.349999999999994
1102,5.51,2.588,41.152,0.11100000000000021,-8.847999999999999
1103,5.515,2.631,93.652,0.15399999999999991,43.652
1104,5.52,2.703,93.887,0.22599999999999998,43.887
1105,5.525,2.708,23.916,0.23100000000000032,-26.084
1106,5.53,2.684,6.426,0.2070000000000003,-43.574
1107,5.536,2.596,93.594,0.11900000000000022,43.593999999999994
1108,5.54,2.654,93.76,0.17700000000000005,43.760000000000005
1109,5.545,2.73,93.945,0.2530000000000001,43.94499999999999
1110,5.55,2.798,67.9,0.3210000000000002,17.900000000000006
1111,5.555,2.822,85.488,0.3450000000000002,35.488
1112,5.56,2.868,94.326,0.391,44.32599999999999
1113,5.565,2.937,86.152,0.45999999999999996,36.152
1114,5.57,2.896,76.885,0.41900000000000004,26.885000000000005
1115,5.575,2.953,94.551,0.476,44.551
1116,5.58,2.995,7.207,0.5180000000000002,-42.793
1117,5.585,2.901,15.684,0.42399999999999993,-34.316
1118,5.59,2.824,94.219,0.347,44.218999999999994
1119,5.595,2.899,7.012,0.42200000000000015,-42.988
1120,5.6,2.802,94.17,0.3250000000000002,44.17
1121,5.605,2.875,94.336,0.39800000000000013,44.336
1122,5.61,2.939,94.521,0.4620000000000002,44.521
1123,5.615,3.002,7.227,0.5249999999999999,-42.772999999999996
1124,5.621,2.905,15.752,0.42799999999999994,-34.248
1125,5.625,2.849,6.865,0.37200000000000033,-43.135
1126,5.63,2.762,6.602,0.28500000000000014,-43.397999999999996
1127,5.635,2.675,93.799,0.19799999999999995,43.79900000000001
1128,5.64,2.744,93.984,0.26700000000000035,43.983999999999995
1129,5.645,2.755,6.621,0.278,-43.379
1130,5.65,2.668,93.789,0.19100000000000028,43.789
1131,5.655,2.687,50.127,0.20999999999999996,0.12700000000000244
1132,5.66,2.741,6.562,0.26400000000000023,-43.438
1133,5.665,2.67,6.396,0.19300000000000006,-43.604
1134,5.67,2.584,58.623,0.1070000000000002,8.622999999999998
1135,5.675,2.561,93.477,0.08400000000000007,43.477000000000004
1136,5.68,2.629,6.309,0.15200000000000014,-43.691
1137,5.685,2.549,6.074,0.07200000000000006,-43.926
1138,5.69,2.463,93.252,-0.01399999999999979,43.251999999999995
1139,5.695,2.547,41.445,0.07000000000000028,-8.555
1140,5.7,2.557,67.305,0.08000000000000007,17.305000000000007
1141,5.705,2.62,6.27,0.14300000000000024,-43.730000000000004
1142,5.71,2.548,93.447,0.07100000000000017,43.447
1143,5.715,2.576,32.432,0.0990000000000002,-17.567999999999998
1144,5.72,2.594,6.182,0.11699999999999999,-43.818
1145,5.725,2.505,32.187,0.028000000000000025,-17.813000000000002
1146,5.73,2.508,93.34,0.03100000000000014,43.34
1147,5.735,2.582,6.191,0.10499999999999998,-43.809
1148,5.74,2.498,93.311,0.02100000000000035,43.31100000000001
1149,5.745,2.479,49.59,0.002000000000000224,-0.4099999999999966
1150,5.75,2.522,93.389,0.04499999999999993,43.388999999999996
1151,5.755,2.596,6.24,0.11900000000000022,-43.76
1152,5.76,2.516,67.109,0.039000000000000146,17.108999999999995
1153,5.765,2.56,6.143,0.08300000000000018,-43.857
1154,5.77,2.478,93.262,0.001000000000000334,43.262
1155,5.775,2.552,93.506,0.07500000000000018,43.506
1156,5.78,2.518,5.986,0.040999999999999925,-44.014
1157,5.785,2.431,5.811,-0.04599999999999982,-44.189
1158,5.79,2.473,67.002,-0.0040000000000000036,17.001999999999995
1159,5.795,2.503,32.08,0.026000000000000245,-17.92
1160,5.8,2.489,67.09,0.01200000000000001,17.090000000000003
1161,5.805,2.47,32.08,-0.006999999999999673,-17.92
1162,5.81,2.458,67.041,-0.018999999999999684,17.040999999999997
1163,5.815,2.521,93.418,0.04400000000000004,43.418000000000006
1164,5.82,2.605,93.584,0.1280000000000001,43.584
1165,5.825,2.672,93.818,0.19500000000000028,43.818
1166,5.83,2.75,94.023,0.27300000000000013,44.022999999999996
1167,5.835,2.782,85.371,0.30500000000000016,35.370999999999995
1168,5.84,2.808,94.111,0.33099999999999996,44.111000000000004
1169,5.845,2.863,6.914,0.3860000000000001,-43.086
1170,5.85,2.834,15.508,0.3570000000000002,-34.492000000000004
1171,5.855,2.737,15.332,0.26000000000000023,-34.668
1172,5.86,2.776,6.67,0.29899999999999993,-43.33
1173,5.865,2.68,93.848,0.2030000000000003,43.848
1174,5.87,2.757,85.303,0.28000000000000025,35.303
1175,5.875,2.754,6.65,0.27700000000000014,-43.35
1176,5.88,2.69,6.455,0.21300000000000008,-43.545
1177,5.885,2.605,93.594,0.1280000000000001,43.593999999999994
1178,5.89,2.618,93.672,0.14100000000000001,43.672
1179,5.895,2.702,6.475,0.2250000000000001,-43.525
1180,5.9,2.617,6.27,0.14000000000000012,-43.730000000000004
1181,5.905,2.529,93.447,0.052000000000000046,43.447
1182,5.91,2.591,67.344,0.11400000000000032,17.343999999999994
1183,5.915,2.562,93.506,0.08499999999999996,43.506
1184,5.92,2.617,6.27,0.14000000000000012,-43.730000000000004
1185,5.925,2.535,93.447,0.058000000000000274,43.447
1186,5.93,2.607,93.643,0.13000000000000034,43.643
1187,5.935,2.687,6.445,0.20999999999999996,-43.555
1188,5.94,2.612,23.73,0.13500000000000023,-26.27
1189,5.945,2.597,32.451,0.1200000000000001,-17.549
1190,5.95,2.538,14.736,0.06099999999999994,-35.263999999999996
1191,5.955,2.476,14.639,-0.0009999999999998899,-35.361000000000004
1192,5.96,2.49,5.938,0.013000000000000345,-44.062
1193,5.965,2.421,93.105,-0.05600000000000005,43.105000000000004
1194,5.97,2.459,40.83,-0.017999999999999794,-9.170000000000002
1195,5.975,2.429,93.125,-0.04800000000000004,43.125
1196,5.98,2.5,6.016,0.02300000000000013,-43.984
1197,5.985,2.429,14.473,-0.04800000000000004,-35.527
1198,5.99,2.418,40.723,-0.05899999999999972,-9.277000000000001
1199,5.995,2.456,93.193,-0.020999999999999908,43.193
1200,6.0,2.463,5.918,-0.01399999999999979,-44.082
1201,6.005,2.409,5.723,-0.06800000000000006,-44.277
1202,6.01,2.35,92.93,-0.12699999999999978,42.93000000000001
1203,6.015,2.436,5.83,-0.040999999999999925,-44.17
1204,6.02,2.354,92.949,-0.12299999999999978,42.949
1205,6.025,2.439,5.811,-0.03799999999999981,-44.189
1206,6.03,2.372,92.939,-0.10499999999999998,42.93899999999999
1207,6.035,2.456,93.213,-0.020999999999999908,43.212999999999994
1208,6.04,2.534,23.467,0.05699999999999994,-26.533
1209,6.045,2.558,93.467,0.08099999999999996,43.467
1210,6.05,2.619,93.652,0.14200000000000035,43.652
1211,6.055,2.692,93.809,0.2150000000000003,43.809
1212,6.06,2.75,6.611,0.27300000000000013,-43.389
1213,6.065,2.66,93.74,0.18300000000000027,43.739999999999995
1214,6.07,2.651,15.059,0.17399999999999993,-34.941
1215,6.075,2.597,93.574,0.1200000000000001,43.574
1216,6.08,2.668,6.387,0.19100000000000028,-43.613
1217,6.085,2.587,93.516,0.11000000000000032,43.516000000000005
1218,6.091,2.658,93.77,0.18100000000000005,43.769999999999996
1219,6.095,2.719,6.553,0.242,-43.447
1220,6.1,2.632,32.529,0.15500000000000025,-17.470999999999997
1221,6.105,2.641,41.24,0.16400000000000015,-8.759999999999998
1222,6.11,2.616,6.279,0.13900000000000023,-43.721000000000004
1223,6.115,2.542,75.957,0.06499999999999995,25.956999999999994
1224,6.12,2.572,6.211,0.0950000000000002,-43.789
1225,6.125,2.5,5.957,0.02300000000000013,-44.043
1226,6.13,2.415,5.771,-0.06199999999999983,-44.229
1227,6.135,2.354,66.758,-0.12299999999999978,16.757999999999996
1228,6.14,2.382,58.027,-0.09499999999999975,8.027000000000001
1229,6.145,2.41,66.914,-0.06699999999999973,16.914
1230,6.15,2.409,5.693,-0.06800000000000006,-44.307
1231,6.155,2.325,5.518,-0.1519999999999997,-44.482
1232,6.16,2.25,48.975,-0.22699999999999987,-1.0249999999999986
1233,6.165,2.224,14.082,-0.25299999999999967,-35.918
1234,6.17,2.241,66.377,-0.23599999999999977,16.376999999999995
1235,6.176,2.199,13.906,-0.278,-36.094
1236,6.18,2.225,57.646,-0.2519999999999998,7.646000000000001
1237,6.185,2.242,92.578,-0.23499999999999988,42.578
1238,6.19,2.319,14.229,-0.15799999999999992,-35.771
1239,6.195,2.359,92.91,-0.11799999999999988,42.91
1240,6.2,2.381,40.566,-0.09600000000000009,-9.433999999999997
1241,6.205,2.428,93.105,-0.04899999999999993,43.105000000000004
1242,6.21,2.433,32.402,-0.04400000000000004,-17.598
1243,6.215,2.478,5.898,0.001000000000000334,-44.102000000000004
1244,6.22,2.415,93.076,-0.06199999999999983,43.07599999999999
1245,6.225,2.489,93.311,0.01200000000000001,43.31100000000001
1246,6.23,2.569,93.535,0.09200000000000008,43.535
1247,6.235,2.613,67.432,0.13600000000000012,17.432000000000002
1248,6.24,2.671,93.789,0.19399999999999995,43.789
1249,6.245,2.737,76.504,0.26000000000000023,26.504000000000005
1250,6.25,2.801,94.141,0.3240000000000003,44.141000000000005
1251,6.255,2.861,50.625,0.38400000000000034,0.625
1252,6.261,2.804,24.141,0.32699999999999996,-25.859
1253,6.265,2.767,85.313,0.29000000000000004,35.313
1254,6.27,2.716,93.857,0.23900000000000032,43.857
1255,6.275,2.781,24.16,0.30400000000000027,-25.84
1256,6.28,2.749,6.572,0.27200000000000024,-43.428
1257,6.285,2.691,50.156,0.21399999999999997,0.1559999999999988
1258,6.29,2.661,6.367,0.18400000000000016,-43.633
1259,6.295,2.6,49.941,0.12300000000000022,-0.0589999999999975
1260,6.3,2.591,6.182,0.11400000000000032,-43.818
1261,6.305,2.521,14.746,0.04400000000000004,-35.254
1262,6.31,2.484,93.242,0.007000000000000117,43.242000000000004
1263,6.315,2.562,93.525,0.08499999999999996,43.525000000000006
1264,6.32,2.638,93.691,0.16100000000000003,43.691
1265,6.325,2.708,93.906,0.23100000000000032,43.906000000000006
1266,6.33,2.782,50.43,0.30500000000000016,0.4299999999999997
1267,6.335,2.725,93.926,0.24800000000000022,43.926
1268,6.34,2.795,6.719,0.31800000000000006,-43.281
1269,6.345,2.701,76.387,0.2240000000000002,26.387
1270,6.35,2.749,76.572,0.27200000000000024,26.572000000000003
1271,6.355,2.789,6.719,0.3120000000000003,-43.281
1272,6.36,2.698,6.475,0.22100000000000009,-43.525
1273,6.365,2.616,93.613,0.13900000000000023,43.613
1274,6.37,2.687,6.445,0.20999999999999996,-43.555
1275,6.375,2.605,76.143,0.1280000000000001,26.143
1276,6.38,2.555,23.613,0.07800000000000029,-26.387
1277,6.385,2.489,23.418,0.01200000000000001,-26.582
1278,6.39,2.459,40.84,-0.017999999999999794,-9.159999999999997
1279,6.395,2.488,58.311,0.01100000000000012,8.311
1280,6.4,2.519,76.338,0.04200000000000026,26.337999999999994
1281,6.405,2.572,6.123,0.0950000000000002,-43.877
1282,6.41,2.475,5.898,-0.0019999999999997797,-44.102000000000004
1283,6.415,2.409,14.404,-0.06800000000000006,-35.596000000000004
1284,6.42,2.383,5.713,-0.09399999999999986,-44.287
1285,6.425,2.32,5.508,-0.15700000000000003,-44.492
1286,6.43,2.245,5.361,-0.23199999999999976,-44.639
1287,6.435,2.195,5.186,-0.28200000000000003,-44.814
1288,6.44,2.118,92.295,-0.359,42.295
1289,6.445,2.103,4.99,-0.37399999999999967,-45.01
1290,6.45,2.033,92.07,-0.44399999999999995,42.06999999999999
1291,6.455,2.129,92.324,-0.34799999999999986,42.324
1292,6.46,2.218,5.273,-0.2589999999999999,-44.727000000000004
1293,6.465,2.159,92.373,-0.31800000000000006,42.373000000000005
1294,6.47,2.25,5.41,-0.22699999999999987,-44.59
1295,6.475,2.191,92.52,-0.28600000000000003,42.519999999999996
1296,6.48,2.278,5.439,-0.19899999999999984,-44.561
1297,6.485,2.205,22.676,-0.2719999999999998,-27.324
1298,6.49,2.151,5.078,-0.32600000000000007,-44.922
1299,6.495,2.135,5.029,-0.3420000000000001,-44.971000000000004
1300,6.5,2.062,31.016,-0.41500000000000004,-18.984
1301,6.505,2.117,92.266,-0.3599999999999999,42.266000000000005
1302,6.51,2.103,4.951,-0.37399999999999967,-45.049
1303,6.515,2.046,22.246,-0.43100000000000005,-27.754
1304,6.52,2.061,4.893,-0.4159999999999999,-45.107
1305,6.525,1.993,91.914,-0.48399999999999976,41.914
1306,6.53,2.09,92.168,-0.387,42.168000000000006
1307,6.535,2.179,92.461,-0.29800000000000004,42.461
1308,6.54,2.271,5.371,-0.20599999999999996,-44.629
1309,6.545,2.195,40.137,-0.28200000000000003,-9.863
1310,6.55,2.206,92.539,-0.2709999999999999,42.539
1311,6.555,2.292,92.744,-0.18500000000000005,42.744
1312,6.56,2.361,75.459,-0.11599999999999966,25.459000000000003
1313,6.565,2.413,93.096,-0.06400000000000006,43.096000000000004
1314,6.57,2.497,49.619,0.020000000000000018,-0.3810000000000002
1315,6.575,2.486,93.311,0.009000000000000341,43.31100000000001
1316,6.58,2.568,6.143,0.09100000000000019,-43.857
1317,6.585,2.484,93.281,0.007000000000000117,43.281000000000006
1318,6.59,2.563,6.123,0.0860000000000003,-43.877
1319,6.595,2.477,5.918,0.0,-44.082
1320,6.6,2.398,75.547,-0.07899999999999974,25.546999999999997
1321,6.605,2.439,14.561,-0.03799999999999981,-35.439
1322,6.61,2.381,31.865,-0.09600000000000009,-18.135
1323,6.615,2.353,5.596,-0.12399999999999967,-44.403999999999996
1324,6.62,2.277,5.4,-0.19999999999999973,-44.6
1325,6.625,2.304,49.111,-0.17300000000000004,-0.8890000000000029
1326,6.63,2.306,57.871,-0.17099999999999982,7.871000000000002
1327,6.635,2.268,92.686,-0.20900000000000007,42.68600000000001
1328,6.64,2.352,92.891,-0.125,42.891000000000005
1329,6.645,2.424,93.125,-0.052999999999999936,43.125
1330,6.65,2.502,93.33,0.02499999999999991,43.33
1331,6.655,2.578,93.535,0.10099999999999998,43.535
1332,6.66,2.654,23.809,0.17700000000000005,-26.191
1333,6.665,2.664,6.367,0.18700000000000028,-43.633
1334,6.67,2.58,93.555,0.1030000000000002,43.55500000000001
1335,6.675,2.65,76.279,0.17300000000000004,26.278999999999996
1336,6.68,2.629,6.299,0.15200000000000014,-43.701
1337,6.685,2.531,6.064,0.05400000000000027,-43.936
1338,6.69,2.468,93.252,-0.008999999999999897,43.251999999999995
1339,6.695,2.547,41.025,0.07000000000000028,-8.975000000000001
1340,6.7,2.519,6.055,0.04200000000000026,-43.945
1341,6.705,2.444,93.184,-0.03299999999999992,43.184
1342,6.71,2.501,6.006,0.02400000000000002,-43.994
1343,6.715,2.423,93.125,-0.053999999999999826,43.125
1344,6.72,2.506,5.986,0.028999999999999915,-44.014
1345,6.725,2.419,93.135,-0.05799999999999983,43.135000000000005
1346,6.731,2.503,93.359,0.026000000000000245,43.358999999999995
1347,6.735,2.567,6.152,0.0900000000000003,-43.848
1348,6.74,2.482,93.291,0.0050000000000003375,43.291
1349,6.745,2.462,14.57,-0.01499999999999968,-35.43
1350,6.75,2.48,5.918,0.0030000000000001137,-44.082
1351,6.755,2.395,5.684,-0.08199999999999985,-44.316
1352,6.76,2.321,92.842,-0.1559999999999997,42.842
1353,6.765,2.342,5.596,-0.1349999999999998,-44.403999999999996
1354,6.77,2.277,92.705,-0.19999999999999973,42.705
1355,6.775,2.255,92.627,-0.22199999999999998,42.626999999999995
1356,6.78,2.339,14.326,-0.1379999999999999,-35.674
1357,6.785,2.336,5.527,-0.14100000000000001,-44.473
1358,6.79,2.252,92.666,-0.2250000000000001,42.666
1359,6.795,2.342,5.605,-0.1349999999999998,-44.394999999999996
1360,6.8,2.262,5.4,-0.21499999999999986,-44.6
1361,6.805,2.193,5.205,-0.2839999999999998,-44.795
1362,6.81,2.195,22.676,-0.28200000000000003,-27.324
1363,6.816,2.214,83.779,-0.2629999999999999,33.778999999999996
1364,6.82,2.25,5.352,-0.22699999999999987,-44.647999999999996
1365,6.825,2.181,92.441,-0.2959999999999998,42.441
1366,6.83,2.265,92.695,-0.21199999999999974,42.69499999999999
1367,6.835,2.357,5.635,-0.11999999999999966,-44.365
1368,6.84,2.274,5.41,-0.20299999999999985,-44.59
1369,6.845,2.205,48.828,-0.2719999999999998,-1.171999999999997
1370,6.85,2.225,5.273,-0.2519999999999998,-44.727000000000004
1371,6.855,2.161,5.078,-0.31599999999999984,-44.922
1372,6.86,2.104,83.516,-0.3729999999999998,33.516000000000005
1373,6.865,2.173,92.422,-0.3039999999999998,42.422
1374,6.87,2.261,83.887,-0.21599999999999975,33.887
1375,6.875,2.345,92.881,-0.13199999999999967,42.881
1376,6.88,2.377,75.508,-0.10000000000000009,25.507999999999996
1377,6.885,2.431,84.414,-0.04599999999999982,34.414
1378,6.89,2.504,84.6,0.027000000000000135,34.599999999999994
1379,6.895,2.565,84.756,0.08800000000000008,34.756
1380,6.901,2.557,84.756,0.08000000000000007,34.756
1381,6.905,2.603,23.701,0.12600000000000033,-26.299
1382,6.91,2.543,6.074,0.06600000000000028,-43.926
1383,6.915,2.464,5.889,-0.0129999999999999,-44.111
1384,6.92,2.383,93.008,-0.09399999999999986,43.007999999999996
1385,6.925,2.464,93.252,-0.0129999999999999,43.251999999999995
1386,6.93,2.455,5.869,-0.021999999999999797,-44.131
1387,6.935,2.382,5.645,-0.09499999999999975,-44.355000000000004
1388,6.94,2.303,92.793,-0.17399999999999993,42.793000000000006
1389,6.945,2.371,23.525,-0.10599999999999987,-26.475
1390,6.95,2.314,92.793,-0.1629999999999998,42.793000000000006
1391,6.955,2.39,93.066,-0.08699999999999974,43.066
1392,6.96,2.477,93.242,0.0,43.242000000000004
1393,6.965,2.548,6.094,0.07100000000000017,-43.906
1394,6.97,2.579,6.133,0.10200000000000031,-43.867
1395,6.975,2.479,32.119,0.002000000000000224,-17.881
1396,6.98,2.535,93.418,0.058000000000000274,43.418000000000006
1397,6.985,2.608,6.26,0.13100000000000023,-43.74
1398,6.99,2.547,58.535,0.07000000000000028,8.534999999999997
1399,6.995,2.551,75.957,0.07400000000000029,25.956999999999994
1400,7.0,2.54,93.457,0.06300000000000017,43.456999999999994
1401,7.005,2.62,6.309,0.14300000000000024,-43.691
1402,7.01,2.544,93.418,0.06700000000000017,43.418000000000006
1403,7.015,2.611,6.289,0.13400000000000034,-43.711
1404,7.02,2.532,6.035,0.05500000000000016,-43.965
1405,7.025,2.491,5.957,0.014000000000000234,-44.043
1406,7.03,2.427,49.443,-0.04999999999999982,-0.5570000000000022
1407,7.035,2.437,40.742,-0.040000000000000036,-9.258000000000003
1408,7.04,2.473,5.908,-0.0040000000000000036,-44.092
1409,7.045,2.391,23.164,-0.08599999999999985,-26.836
1410,7.05,2.383,84.248,-0.09399999999999986,34.248000000000005
1411,7.055,2.402,58.154,-0.07499999999999973,8.154000000000003
1412,7.06,2.464,93.203,-0.0129999999999999,43.203
1413,7.065,2.477,5.918,0.0,-44.082
1414,7.07,2.4,5.713,-0.07699999999999996,-44.287
1415,7.075,2.388,84.297,-0.08899999999999997,34.297
1416,7.08,2.368,92.949,-0.10899999999999999,42.949
1417,7.085,2.454,5.859,-0.022999999999999687,-44.141
1418,7.09,2.373,92.979,-0.10399999999999965,42.979
1419,7.095,2.453,93.184,-0.02400000000000002,43.184
1420,7.1,2.535,14.746,0.058000000000000274,-35.254
1421,7.105,2.493,93.301,0.016000000000000014,43.301
1422,7.11,2.572,93.506,0.0950000000000002,43.506
1423,7.115,2.635,76.123,0.15799999999999992,26.123000000000005
1424,7.12,2.661,85.088,0.18400000000000016,35.087999999999994
1425,7.125,2.653,6.309,0.17600000000000016,-43.691
1426,7.13,2.572,14.912,0.0950000000000002,-35.088
1427,7.135,2.594,14.912,0.11699999999999999,-35.088
1428,7.14,2.538,6.094,0.06099999999999994,-43.906
1429,7.145,2.455,93.213,-0.021999999999999797,43.212999999999994
1430,7.15,2.531,93.369,0.05400000000000027,43.369
1431,7.155,2.574,41.055,0.09699999999999998,-8.945
1432,7.16,2.56,41.025,0.08300000000000018,-8.975000000000001
1433,7.165,2.532,93.418,0.05500000000000016,43.418000000000006
1434,7.17,2.614,93.652,0.137,43.652
1435,7.175,2.667,85.02,0.18999999999999995,35.019999999999996
1436,7.18,2.623,23.74,0.14600000000000035,-26.26
